Date & Time;use [kW];Grid [kW]
2012-08-19 0:00;0.225437778;0.225437778
2012-08-19 0:15;0.781924444;0.781924444
2012-08-19 0:30;0.23912;0.23912
2012-08-19 0:45;0.594283333;0.594283333
2012-08-19 1:00;0.571035555;0.571035555
2012-08-19 1:15;0.245573333;0.245573333
2012-08-19 1:30;0.871978888;0.871978888
2012-08-19 1:45;0.197152222;0.197152222
2012-08-19 2:00;0.739842222;0.739842222
2012-08-19 2:15;0.152493333;0.152493333
2012-08-19 2:30;0.132743334;0.132743334
2012-08-19 2:45;0.76157;0.76157
2012-08-19 3:00;0.221882222;0.221882222
2012-08-19 3:15;0.256818889;0.256818889
2012-08-19 3:30;0.877408889;0.877408889
2012-08-19 3:45;0.245725556;0.245725556
2012-08-19 4:00;0.487368889;0.487368889
2012-08-19 4:15;0.547236667;0.547236667
2012-08-19 4:30;0.133;0.133
2012-08-19 4:45;0.763441111;0.763441111
2012-08-19 5:00;0.132662222;0.132662222
2012-08-19 5:15;0.14622;0.14622
2012-08-19 5:30;0.339903333;0.339903333
2012-08-19 5:45;0.769581111;0.769581111
2012-08-19 6:00;0.246942222;0.246942222
2012-08-19 6:15;0.244197778;0.244197778
2012-08-19 6:30;1.098965555;1.098965555
2012-08-19 6:45;0.44977;0.44977
2012-08-19 7:00;0.406144445;0.405376667
2012-08-19 7:15;0.908433333;0.861788889
2012-08-19 7:30;0.771837778;0.662145556
2012-08-19 7:45;0.278206667;0.149105556
2012-08-19 8:00;1.000683333;0.91771
2012-08-19 8:15;1.885122222;1.689342222
2012-08-19 8:30;1.31368;0.794265556
2012-08-19 8:45;1.581716667;0.891536667
2012-08-19 9:00;1.009821111;0.477673333
2012-08-19 9:15;0.917288889;0.498714445
2012-08-19 9:30;1.572014445;1.278743334
2012-08-19 9:45;0.914123333;0.690612222
2012-08-19 10:00;0.679986667;0.413146667
2012-08-19 10:15;1.006173333;0.428554444
2012-08-19 10:30;1.286436666;0.666738888
2012-08-19 10:45;0.741267777;0.008356666
2012-08-19 11:00;1.029703333;0.511048889
2012-08-19 11:15;1.280985556;0.856612223
2012-08-19 11:30;0.362777778;-0.298286666
2012-08-19 11:45;1.119772222;0.647227778
2012-08-19 12:00;0.521486666;0.08592111
2012-08-19 12:15;0.736227778;0.121021111
2012-08-19 12:30;0.223417777;-0.32419889
2012-08-19 12:45;0.235248889;-0.24311
2012-08-19 13:00;0.24479;-0.434591111
2012-08-19 13:15;0.233538889;-0.736093333
2012-08-19 13:30;0.22137;-0.774251111
2012-08-19 13:45;0.127355555;-0.952385556
2012-08-19 14:00;0.131881111;-0.773444445
2012-08-19 14:15;0.136534444;-1.765341112
2012-08-19 14:30;0.137944444;-2.033375556
2012-08-19 14:45;0.266296667;-2.077655555
2012-08-19 15:00;0.292262222;-1.992488889
2012-08-19 15:15;0.360893333;-1.610542223
