Date & Time;use [kW];Grid [kW]
2012-08-19 0:00;0.726534444;0.726534444
2012-08-19 0:15;0.339988889;0.339988889
2012-08-19 0:30;0.922283333;0.922283333
2012-08-19 0:45;0.860948889;0.860948889
2012-08-19 1:00;0.741081111;0.741081111
2012-08-19 1:15;0.391928889;0.391928889
2012-08-19 1:30;0.997947778;0.997947778
2012-08-19 1:45;0.64332;0.64332
2012-08-19 2:00;0.701708889;0.701708889
2012-08-19 2:15;0.465438889;0.465438889
2012-08-19 2:30;0.353653333;0.353653333
2012-08-19 2:45;0.252024444;0.252024444
2012-08-19 3:00;0.626204444;0.626204444
2012-08-19 3:15;0.370346667;0.370346667
2012-08-19 3:30;0.358512222;0.358512222
2012-08-19 3:45;0.366895555;0.366895555
2012-08-19 4:00;1.595594444;1.595594444
2012-08-19 4:15;0.337482222;0.337482222
2012-08-19 4:30;0.249456666;0.249456666
2012-08-19 4:45;0.297762222;0.297762222
2012-08-19 5:00;0.721293333;0.721293333
2012-08-19 5:15;0.484474444;0.484474444
2012-08-19 5:30;0.275685556;0.275685556
2012-08-19 5:45;0.248648889;0.248648889
2012-08-19 6:00;0.605371111;0.605371111
2012-08-19 6:15;0.47403;0.47403
2012-08-19 6:30;0.357455555;0.357455555
2012-08-19 6:45;0.3419;0.3419
2012-08-19 7:00;0.601462222;0.601462222
2012-08-19 7:15;0.389432222;0.389432222
2012-08-19 7:30;0.267003333;0.267003333
2012-08-19 7:45;0.502907778;0.502907778
2012-08-19 8:00;1.715077778;1.715077778
2012-08-19 8:15;0.402482222;0.402482222
2012-08-19 8:30;0.248753333;0.248753333
2012-08-19 8:45;0.248267778;0.248267778
2012-08-19 9:00;0.647785556;0.647785556
2012-08-19 9:15;0.512236667;0.512236667
2012-08-19 9:30;1.690623333;1.690623333
2012-08-19 9:45;0.250942222;0.250942222
2012-08-19 10:00;0.571306667;0.571306667
2012-08-19 10:15;0.407104444;0.407104444
2012-08-19 10:30;0.351504444;0.351504444
2012-08-19 10:45;0.350827778;0.350827778
2012-08-19 11:00;0.630226667;0.630226667
2012-08-19 11:15;1.782074444;1.782074444
2012-08-19 11:30;0.243963333;0.243963333
2012-08-19 11:45;0.28752;0.28752
2012-08-19 12:00;0.663552222;0.663552222
2012-08-19 12:15;0.525886667;0.525886667
2012-08-19 12:30;1.721702222;1.721702222
2012-08-19 12:45;0.245042222;0.245042222
2012-08-19 13:00;0.554975556;0.554975556
2012-08-19 13:15;0.52088;0.52088
2012-08-19 13:30;1.715371111;1.715371111
2012-08-19 13:45;0.344545556;0.344545556
2012-08-19 14:00;0.550636667;0.550636667
2012-08-19 14:15;0.76669;0.76669
2012-08-19 14:30;1.431604444;1.431604444
2012-08-19 14:45;0.835008889;0.835008889
2012-08-19 15:00;1.256448889;1.256448889
2012-08-19 15:15;0.501981111;0.501981111
2012-08-19 15:30;1.705687778;1.705687778
2012-08-19 15:45;0.247193333;0.247193333
2012-08-19 16:00;1.694271111;1.694271111
2012-08-19 16:15;0.535474444;0.535474444
2012-08-19 16:30;2.082507778;2.082507778
2012-08-19 16:45;1.61931;1.61931
2012-08-19 17:00;0.595718889;0.595718889
2012-08-19 17:15;0.825262223;0.825262223
2012-08-19 17:30;1.78437;1.78437
2012-08-19 17:45;1.911497777;1.911497777
2012-08-19 18:00;0.652253334;0.652253334
2012-08-19 18:15;1.348827778;1.348827778
2012-08-19 18:30;1.32066;1.32066
2012-08-19 18:45;1.921378889;1.921378889
2012-08-19 19:00;1.852584444;1.852584444
2012-08-19 19:15;1.45887;1.45887
2012-08-19 19:30;0.829884445;0.829884445
2012-08-19 19:45;1.581471111;1.581471111
2012-08-19 20:00;1.545046667;1.545046667
2012-08-19 20:15;0.772303333;0.772303333
2012-08-19 20:30;1.223461111;1.223461111
2012-08-19 20:45;1.710661111;1.710661111
2012-08-19 21:00;0.581964444;0.581964444
2012-08-19 21:15;0.527551111;0.527551111
2012-08-19 21:30;1.678867778;1.678867778
2012-08-19 21:45;0.65626;0.65626
2012-08-19 22:00;1.387473333;1.387473333
2012-08-19 22:15;0.642778889;0.642778889
2012-08-19 22:30;1.597118889;1.597118889
2012-08-19 22:45;0.94845;0.94845
2012-08-19 23:00;2.935752222;2.935752222
2012-08-19 23:15;3.017414444;3.017414444
2012-08-19 23:30;1.851094444;1.851094444
2012-08-19 23:45;1.037912222;1.037912222
2012-08-20 0:00;2.463018889;2.463018889
2012-08-20 0:15;0.349862222;0.349862222
2012-08-20 0:30;0.378907778;0.378907778
2012-08-20 0:45;2.654126667;2.654126667
2012-08-20 1:00;0.624555556;0.624555556
2012-08-20 1:15;0.653026667;0.653026667
2012-08-20 1:30;1.715264444;1.715264444
2012-08-20 1:45;0.356608889;0.356608889
2012-08-20 2:00;0.749427778;0.749427778
2012-08-20 2:15;2.064275556;2.064275556
2012-08-20 2:30;0.366704444;0.366704444
2012-08-20 2:45;0.387785556;0.387785556
2012-08-20 3:00;2.015087778;2.015087778
2012-08-20 3:15;0.372398889;0.372398889
2012-08-20 3:30;0.259216666;0.259216666
2012-08-20 3:45;0.306846667;0.306846667
2012-08-20 4:00;2.273342222;2.273342222
2012-08-20 4:15;0.484516667;0.484516667
2012-08-20 4:30;0.271922222;0.271922222
2012-08-20 4:45;0.25993;0.25993
2012-08-20 5:00;0.478761111;0.478761111
2012-08-20 5:15;0.658412222;0.658412222
2012-08-20 5:30;1.126562222;1.126562222
2012-08-20 5:45;1.402923333;1.402923333
2012-08-20 6:00;0.551066667;0.551066667
2012-08-20 6:15;0.823536667;0.823536667
2012-08-20 6:30;0.50433;0.50433
2012-08-20 6:45;0.57499;0.57499
2012-08-20 7:00;1.717037778;1.717037778
2012-08-20 7:15;0.631074444;0.631074444
2012-08-20 7:30;0.383085556;0.383085556
2012-08-20 7:45;1.3295;1.3295
2012-08-20 8:00;2.096332222;2.096332222
2012-08-20 8:15;0.617515556;0.617515556
2012-08-20 8:30;0.458434444;0.458434444
2012-08-20 8:45;1.645187778;1.645187778
2012-08-20 9:00;1.674245556;1.674245556
2012-08-20 9:15;0.654661111;0.654661111
2012-08-20 9:30;0.409516666;0.409516666
2012-08-20 9:45;0.631216667;0.631216667
2012-08-20 10:00;2.018527778;2.018527778
2012-08-20 10:15;2.316348889;2.316348889
2012-08-20 10:30;0.561914444;0.561914444
2012-08-20 10:45;0.412767777;0.412767777
2012-08-20 11:00;1.059722222;1.059722222
2012-08-20 11:15;3.25084;3.25084
2012-08-20 11:30;1.418856666;1.418856666
2012-08-20 11:45;0.408703333;0.408703333
2012-08-20 12:00;0.523086667;0.523086667
2012-08-20 12:15;3.09182;3.09182
2012-08-20 12:30;3.465648889;3.465648889
2012-08-20 12:45;4.606461111;4.606461111
2012-08-20 13:00;5.337116667;5.337116667
2012-08-20 13:15;3.630258889;3.630258889
2012-08-20 13:30;1.620702222;1.620702222
2012-08-20 13:45;5.645498889;5.645498889
2012-08-20 14:00;5.959244444;5.959244444
2012-08-20 14:15;3.012037778;3.012037778
2012-08-20 14:30;0.642671111;0.642671111
2012-08-20 14:45;6.632551111;6.632551111
2012-08-20 15:00;7.307754444;7.307754444
2012-08-20 15:15;5.983426666;5.983426666
2012-08-20 15:30;5.550073333;5.550073333
2012-08-20 15:45;2.283288889;2.283288889
2012-08-20 16:00;2.855363333;2.855363333
2012-08-20 16:15;3.653216666;3.653216666
2012-08-20 16:30;5.080466666;5.080466666
2012-08-20 16:45;6.251067778;6.251067778
2012-08-20 17:00;1.159184444;1.159184444
2012-08-20 17:15;2.770938889;2.770938889
2012-08-20 17:30;2.483976667;2.483976667
2012-08-20 17:45;3.62114;3.62114
2012-08-20 18:00;2.298168889;2.298168889
2012-08-20 18:15;2.613666666;2.613666666
2012-08-20 18:30;3.780653334;3.780653334
2012-08-20 18:45;3.736433333;3.736433333
2012-08-20 19:00;3.661805555;3.661805555
2012-08-20 19:15;2.27259;2.27259
2012-08-20 19:30;3.328308889;3.328308889
2012-08-20 19:45;2.15553;2.15553
2012-08-20 20:00;2.047787778;2.047787778
2012-08-20 20:15;3.180578889;3.180578889
2012-08-20 20:30;1.490048888;1.490048888
2012-08-20 20:45;3.218537778;3.218537778
2012-08-20 21:00;1.109283333;1.109283333
2012-08-20 21:15;2.632417778;2.632417778
2012-08-20 21:30;1.379877777;1.379877777
2012-08-20 21:45;3.301057778;3.301057778
2012-08-20 22:00;0.982401111;0.982401111
2012-08-20 22:15;2.196918889;2.196918889
2012-08-20 22:30;2.666501111;2.666501111
2012-08-20 22:45;0.722034445;0.722034445
2012-08-20 23:00;2.705575555;2.705575555
2012-08-20 23:15;0.823597778;0.823597778
2012-08-20 23:30;1.137865556;1.137865556
2012-08-20 23:45;1.368061111;1.368061111
2012-08-21 0:00;1.521965556;1.521965556
2012-08-21 0:15;0.843612222;0.843612222
2012-08-21 0:30;0.304108889;0.304108889
2012-08-21 0:45;2.182641111;2.182641111
2012-08-21 1:00;1.302463333;1.302463333
2012-08-21 1:15;0.888455556;0.888455556
2012-08-21 1:30;2.401316666;2.401316666
2012-08-21 1:45;0.87589;0.87589
2012-08-21 2:00;0.650295556;0.650295556
2012-08-21 2:15;0.930552222;0.930552222
2012-08-21 2:30;2.697453333;2.697453333
2012-08-21 2:45;0.695664444;0.695664444
2012-08-21 3:00;0.443278889;0.443278889
2012-08-21 3:15;0.825024444;0.825024444
2012-08-21 3:30;0.29219;0.29219
2012-08-21 3:45;1.7289;1.7289
2012-08-21 4:00;0.340168889;0.340168889
2012-08-21 4:15;0.798674444;0.798674444
2012-08-21 4:30;0.397255555;0.397255555
2012-08-21 4:45;1.666188889;1.666188889
2012-08-21 5:00;0.337162222;0.337162222
2012-08-21 5:15;0.687056667;0.687056667
2012-08-21 5:30;0.366147778;0.366147778
2012-08-21 5:45;0.369037778;0.369037778
2012-08-21 6:00;0.393135556;0.393135556
2012-08-21 6:15;1.511924444;1.511924444
2012-08-21 6:30;0.262248889;0.262248889
2012-08-21 6:45;0.284937778;0.284937778
2012-08-21 7:00;0.391028889;0.391028889
2012-08-21 7:15;0.802484444;0.802484444
2012-08-21 7:30;0.536948889;0.536948889
2012-08-21 7:45;2.599546667;2.599546667
2012-08-21 8:00;0.503967778;0.503967778
2012-08-21 8:15;0.860924444;0.860924444
2012-08-21 8:30;0.486986667;0.486986667
2012-08-21 8:45;1.048727778;1.048727778
2012-08-21 9:00;1.177887778;1.177887778
2012-08-21 9:15;0.755773333;0.755773333
2012-08-21 9:30;0.459354444;0.459354444
2012-08-21 9:45;0.566076667;0.566076667
2012-08-21 10:00;2.890886667;2.890886667
2012-08-21 10:15;1.288614444;1.288614444
2012-08-21 10:30;0.582801111;0.582801111
2012-08-21 10:45;0.333084444;0.333084444
2012-08-21 11:00;0.41562;0.41562
2012-08-21 11:15;0.724945556;0.724945556
2012-08-21 11:30;2.871438889;2.871438889
2012-08-21 11:45;0.691228889;0.691228889
2012-08-21 12:00;0.422861111;0.422861111
2012-08-21 12:15;0.707993333;0.707993333
2012-08-21 12:30;2.626668889;2.626668889
2012-08-21 12:45;2.206752222;2.206752222
2012-08-21 13:00;0.783055556;0.783055556
2012-08-21 13:15;2.47026;2.47026
2012-08-21 13:30;2.364428889;2.364428889
2012-08-21 13:45;2.940095555;2.940095555
2012-08-21 14:00;1.599906666;1.599906666
2012-08-21 14:15;1.886726666;1.886726666
2012-08-21 14:30;3.266832222;3.266832222
2012-08-21 14:45;2.867218889;2.867218889
2012-08-21 15:00;2.461062222;2.461062222
2012-08-21 15:15;1.29171;1.29171
2012-08-21 15:30;2.971796667;2.971796667
2012-08-21 15:45;0.935818889;0.935818889
2012-08-21 16:00;1.728573333;1.728573333
2012-08-21 16:15;1.76309;1.76309
2012-08-21 16:30;3.149032222;3.149032222
2012-08-21 16:45;0.920281111;0.920281111
2012-08-21 17:00;1.348983333;1.348983333
2012-08-21 17:15;1.275701111;1.275701111
2012-08-21 17:30;2.181702222;2.181702222
2012-08-21 17:45;2.435804444;2.435804444
2012-08-21 18:00;0.973272222;0.973272222
2012-08-21 18:15;2.836117778;2.836117778
