Date & Time;use [kW];Grid [kW]
2012-08-19 0:00;0.98883;0.98883
2012-08-19 0:15;0.906655556;0.906655556
2012-08-19 0:30;0.976592222;0.976592222
2012-08-19 0:45;0.510881111;0.510881111
2012-08-19 1:00;0.50638;0.50638
2012-08-19 1:15;1.390325556;1.390325556
2012-08-19 1:30;0.534917778;0.534917778
2012-08-19 1:45;0.470025556;0.470025556
2012-08-19 2:00;0.472137778;0.472137778
2012-08-19 2:15;0.503591111;0.503591111
2012-08-19 2:30;1.376293333;1.376293333
2012-08-19 2:45;0.458488889;0.458488889
2012-08-19 3:00;0.403941111;0.403941111
2012-08-19 3:15;0.345005556;0.345005556
2012-08-19 3:30;0.425187778;0.425187778
2012-08-19 3:45;1.281726667;1.281726667
2012-08-19 4:00;0.406348889;0.406348889
2012-08-19 4:15;0.406175556;0.406175556
2012-08-19 4:30;0.36178;0.36178
2012-08-19 4:45;1.250862222;1.250862222
2012-08-19 5:00;1.022217778;1.022217778
2012-08-19 5:15;0.406115556;0.406115556
2012-08-19 5:30;0.480411111;0.480411111
2012-08-19 5:45;0.465402222;0.465402222
2012-08-19 6:00;1.397177778;1.397177778
2012-08-19 6:15;0.525252222;0.525252222
2012-08-19 6:30;0.495408889;0.495408889
2012-08-19 6:45;0.504475556;0.504475556
2012-08-19 7:00;0.498494444;0.498494444
2012-08-19 7:15;1.436595556;1.369647778
2012-08-19 7:30;0.506016667;0.312936667
2012-08-19 7:45;0.958775555;0.723911111
2012-08-19 8:00;0.743542222;0.598313333
2012-08-19 8:15;0.400462222;0.090974444
2012-08-19 8:30;1.293337777;0.496813333
2012-08-19 8:45;0.407337777;-0.723516667
2012-08-19 9:00;0.594784444;-0.43366
2012-08-19 9:15;0.655383333;-0.167846667
2012-08-19 9:30;0.63398;0.076006667
2012-08-19 9:45;1.142895555;0.713081111
2012-08-19 10:00;0.391926667;-0.137094444
2012-08-19 10:15;0.405664445;-0.738914444
2012-08-19 10:30;0.405665556;-0.803701111
2012-08-19 10:45;0.569667778;-0.852322222
2012-08-19 11:00;1.086795556;0.09346
2012-08-19 11:15;0.396535556;-0.45246
2012-08-19 11:30;0.39987;-0.899794444
2012-08-19 11:45;0.395778889;-0.535628889
2012-08-19 12:00;1.13554;0.263254444
2012-08-19 12:15;0.51649;-0.725187778
2012-08-19 12:30;0.404917778;-0.662834444
2012-08-19 12:45;1.939013333;0.974263333
2012-08-19 13:00;3.818393333;2.438468889
2012-08-19 13:15;4.774324445;2.842795556
2012-08-19 13:30;3.814266667;1.851758889
2012-08-19 13:45;3.773198888;1.641694444
2012-08-19 14:00;3.793286667;1.926156667
2012-08-19 14:15;3.830782222;0.148767778
2012-08-19 14:30;4.817016667;1.325797778
2012-08-19 14:45;1.86306;-2.440554444
