Date & Time;use [kW];Grid [kW]
2012-08-19 0:00;0.412787778;0.412787778
2012-08-19 0:15;1.093692222;1.093692222
2012-08-19 0:30;0.341063333;0.341063333
2012-08-19 0:45;1.03425;1.03425
2012-08-19 1:00;0.465805556;0.465805556
2012-08-19 1:15;0.732535556;0.732535556
2012-08-19 1:30;0.558768889;0.558768889
2012-08-19 1:45;0.37745;0.37745
2012-08-19 2:00;0.937128889;0.937128889
2012-08-19 2:15;0.982425556;0.982425556
2012-08-19 2:30;1.023262222;1.023262222
2012-08-19 2:45;0.593247778;0.593247778
2012-08-19 3:00;0.481488889;0.481488889
2012-08-19 3:15;1.483048888;1.483048888
2012-08-19 3:30;0.343085556;0.343085556
2012-08-19 3:45;1.209445556;1.209445556
2012-08-19 4:00;0.606648889;0.606648889
2012-08-19 4:15;0.824428889;0.824428889
2012-08-19 4:30;1.038557777;1.038557777
2012-08-19 4:45;0.231173333;0.231173333
2012-08-19 5:00;1.585237778;1.585237778
2012-08-19 5:15;0.38009;0.38009
2012-08-19 5:30;1.358992223;1.358992223
2012-08-19 5:45;0.321087778;0.321087778
2012-08-19 6:00;0.341958889;0.341958889
2012-08-19 6:15;1.204868889;1.204868889
2012-08-19 6:30;0.367427778;0.367427778
2012-08-19 6:45;0.470757778;0.470757778
2012-08-19 7:00;0.736935556;0.736935556
2012-08-19 7:15;0.863794445;0.863794445
2012-08-19 7:30;0.849866667;0.849866667
2012-08-19 7:45;0.962918889;0.962918889
2012-08-19 8:00;0.85137;0.85137
2012-08-19 8:15;0.92143;0.92143
2012-08-19 8:30;1.549582222;1.549582222
2012-08-19 8:45;0.777226667;0.777226667
2012-08-19 9:00;0.853192222;0.853192222
2012-08-19 9:15;0.780864444;0.780864444
2012-08-19 9:30;0.764003333;0.764003333
2012-08-19 9:45;0.644874444;0.644874444
2012-08-19 10:00;1.233214445;1.233214445
2012-08-19 10:15;0.764468889;0.764468889
2012-08-19 10:30;1.418718889;1.418718889
2012-08-19 10:45;0.792948889;0.792948889
2012-08-19 11:00;1.589646667;1.589646667
2012-08-19 11:15;1.165033333;1.165033333
2012-08-19 11:30;1.315505556;1.315505556
2012-08-19 11:45;1.273122222;1.273122222
2012-08-19 12:00;0.77347;0.77347
2012-08-19 12:15;0.913633334;0.913633334
2012-08-19 12:30;1.355901111;1.355901111
2012-08-19 12:45;1.343633334;1.343633334
2012-08-19 13:00;0.742852222;0.742852222
2012-08-19 13:15;1.630511111;1.630511111
2012-08-19 13:30;1.808134445;1.808134445
2012-08-19 13:45;1.172394444;1.172394444
2012-08-19 14:00;2.015981111;2.015981111
2012-08-19 14:15;2.195846666;2.195846666
2012-08-19 14:30;4.132968888;4.132968888
2012-08-19 14:45;2.811836667;2.811836667
2012-08-19 15:00;2.406691111;2.406691111
2012-08-19 15:15;1.859386667;1.859386667
2012-08-19 15:30;1.953307778;1.953307778
2012-08-19 15:45;3.563215555;3.563215555
2012-08-19 16:00;3.857564445;3.857564445
2012-08-19 16:15;3.910455556;3.910455556
2012-08-19 16:30;3.886607777;3.886607777
